Subsite_Code,Subsite_Name,Subsite_Type,System,Zone,date_sampled,Sample_No,Measure,Result,Result_Qualifier,Result_Text,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,18/08/2023,8806713,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,18/08/2023,8806712,Total Nitrogen,1.1,NULL,1.1,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,18/08/2023,8806712,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,31/08/2023,8774963,Turbidity,12,NULL,12,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,31/08/2023,8774964,Colour,30,NULL,30,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,31/08/2023,8774964,Electrical Conductivity,260,NULL,260,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,31/08/2023,8774964,pH,7.9,NULL,7.9,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,31/08/2023,8774965,Site Temp,10.2,NULL,10.2,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,31/08/2023,8774966,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,31/08/2023,8774966,E Coli,86,NULL,86,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,31/08/2023,8915346,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,31/08/2023,8915346,Total Nitrogen,0.9,NULL,0.9,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,31/08/2023,8915346,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,31/08/2023,8915347,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,31/08/2023,8915347,Nitrate - Nitrogen,0.42,NULL,0.42,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,31/08/2023,8915347,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,14/09/2023,8825624,Site Temp,10.2,NULL,10.2,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,14/09/2023,8825620,Total Nitrogen,0.8,NULL,0.8,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,14/09/2023,8825620,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,14/09/2023,8825621,Turbidity,9.3,NULL,9.3,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,14/09/2023,8825622,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,14/09/2023,8825622,Nitrate - Nitrogen,0.38,NULL,0.38,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,14/09/2023,8825622,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,14/09/2023,8825623,Electrical Conductivity,240,NULL,240,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,14/09/2023,8825623,pH,7.5,NULL,7.5,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,14/09/2023,8825620,Total Phosphorus,0.09,NULL,0.09,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,14/09/2023,8825623,Colour,25,NULL,25,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,14/09/2023,8825625,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,14/09/2023,8825625,E Coli,63,NULL,63,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,26/09/2023,8875262,Total Nitrogen,0.8,NULL,0.8,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,26/09/2023,8875262,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,26/09/2023,8875262,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,26/09/2023,8875263,Turbidity,7.1,NULL,7.1,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,26/09/2023,8875264,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,26/09/2023,8875264,Nitrate - Nitrogen,0.48,NULL,0.48,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,26/09/2023,8875264,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,26/09/2023,8875265,Electrical Conductivity,260,NULL,260,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,26/09/2023,8875265,pH,8,NULL,8,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,26/09/2023,8875265,Colour,20,NULL,20,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,26/09/2023,8875266,Site Temp,13.5,NULL,13.5,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,26/09/2023,8875268,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,26/09/2023,8875268,E Coli,41,NULL,41,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8971820,Total Nitrogen,0.6,NULL,0.6,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8971820,Total Phosphorus,0.06,NULL,0.06,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8971826,Electrical Conductivity,200,NULL,200,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8971826,pH,7.7,NULL,7.7,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8971822,Turbidity,8.8,NULL,8.8,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8971828,Site Temp,12.2,NULL,12.2,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,MCPA,0.005,<,<0.01,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,"2,4-D",0.005,<,<0.01,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Silver,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Aluminium,0.34,NULL,0.34,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Arsenic,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Boron,0.01,<,<0.02,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Barium,0.02,NULL,0.02,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Beryllium,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Cadmium,0.0001,<,<0.0002,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Cobalt,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Chromium,0.001,NULL,0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Copper,0.001,NULL,0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Iron,1.9,NULL,1.9,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Mercury,0.00005,<,<0.0001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Manganese,0.057,NULL,0.057,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Molybdenum,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Nickel,0.002,NULL,0.002,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Lead,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Antimony,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Selenium,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Tin,0.001,NULL,0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Strontium,0.08,NULL,0.08,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Titanium,0.015,NULL,0.015,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Thallium,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Vanadium,0.002,NULL,0.002,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985522,Zinc,0.021,NULL,0.021,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,NULL,107,NULL,107,%
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,DDD,0.00003,<,<0.00006,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,DDE,0.00003,<,<0.00006,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Aldrin,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Total Aldrin Dieldrin,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,BHC Alpha Isomer,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,BHC Beta Isomer,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,BHC Delta Isomer,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Chlordane,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Cis-Chlordane,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Total DDT,0.00003,<,<0.00006,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,DDT,0.00003,<,<0.00006,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Dieldrin,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Endosulfan I,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Endosulfan II,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Endosulfan,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Endosulfan Sulphate,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Endrin Aldehyde,0.00005,<,<0.0001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Endrin Ketone,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Endrin,0.00005,<,<0.0001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Heptachlor,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Heptachlor epoxide,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Hexachlorobenzene,0.000001,<,<0.000002,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Lindane,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Methoxychlor,0.0001,<,<0.0002,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Oxy-Chlordane,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Trans-Chlordane,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8985537,Total DDT,0.00003,NULL,NULL,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8971820,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8971824,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8971824,Nitrate - Nitrogen,0.22,NULL,0.22,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8971824,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8971826,Colour,25,NULL,25,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8971830,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,13/10/2023,8971830,E Coli,220,NULL,220,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/10/2023,8971821,Turbidity,9.5,NULL,9.5,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/10/2023,8971825,Colour,28,NULL,28,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/10/2023,8971825,Electrical Conductivity,200,NULL,200,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/10/2023,8971825,pH,7.6,NULL,7.6,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/10/2023,8971827,Site Temp,10.1,NULL,10.1,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/10/2023,8971829,Coliform,2400,NULL,2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/10/2023,8971829,E Coli,59,NULL,59,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/10/2023,8971819,Total Nitrogen,0.3,NULL,0.3,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/10/2023,8971819,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/10/2023,8971819,Total Phosphorus,0.08,NULL,0.08,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/10/2023,8971823,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/10/2023,8971823,Nitrate - Nitrogen,0.06,NULL,0.06,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/10/2023,8971823,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,10/11/2023,9044351,Total Phosphorus,0.05,NULL,0.05,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,10/11/2023,9044353,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,10/11/2023,9044353,Nitrate - Nitrogen,0.04,NULL,0.04,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,10/11/2023,9044353,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,10/11/2023,9044356,Site Temp,17.4,NULL,17.4,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,10/11/2023,9140082,Colour,32,NULL,32,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,10/11/2023,9044351,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,10/11/2023,9044352,Turbidity,11,NULL,11,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,10/11/2023,9044358,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,10/11/2023,9044358,E Coli,50,NULL,50,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,10/11/2023,9140082,Electrical Conductivity,200,NULL,200,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,10/11/2023,9140082,pH,7.8,NULL,7.8,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,10/11/2023,9044351,Total Nitrogen,0.2,NULL,0.2,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,24/11/2023,9091265,Turbidity,13,NULL,13,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,24/11/2023,9091267,Electrical Conductivity,220,NULL,220,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,24/11/2023,9091267,pH,7.6,NULL,7.6,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,24/11/2023,9091269,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,24/11/2023,9091269,E Coli,460,NULL,460,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,24/11/2023,9091264,Total Nitrogen,0.5,NULL,0.5,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,24/11/2023,9091264,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,24/11/2023,9091264,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,24/11/2023,9091266,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,24/11/2023,9091266,Nitrate - Nitrogen,0.02,NULL,0.02,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,24/11/2023,9091266,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,24/11/2023,9091267,Colour,36,NULL,36,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,24/11/2023,9091268,Site Temp,17.2,NULL,17.2,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,7/12/2023,9157678,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,7/12/2023,9157679,Turbidity,10,NULL,10,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,7/12/2023,9157680,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,7/12/2023,9157680,Nitrate - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,7/12/2023,9157680,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,7/12/2023,9157681,Electrical Conductivity,250,NULL,250,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,7/12/2023,9157681,pH,7.7,NULL,7.7,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,7/12/2023,9157681,Colour,48,NULL,48,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,7/12/2023,9157682,Site Temp,17.1,NULL,17.1,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,7/12/2023,9157684,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,7/12/2023,9157684,E Coli,150,NULL,150,MPN/100mL
